sentence,sentiment,clean_text
"Another note about this phone's appearance is that it really looks rather bland, especially in the all black model.","{'text': ""Another note about this phone's appearance is that it really looks rather bland, especially in the all black model."", 'sentiment': 'negative', 'score': -0.97113}",another note about this phones appearance is that it really looks rather bland especially in the all black model
IT'S REALLY EASY.,"{'text': ""IT'S REALLY EASY."", 'sentiment': 'positive', 'score': 0.878997}",its really easy
My Sanyo has survived dozens of drops on blacktop without ill effect.,"{'text': 'My Sanyo has survived dozens of drops on blacktop without ill effect.', 'sentiment': 'negative', 'score': -0.797396}",my sanyo has survived dozens of drops on blacktop without ill effect
Fantastic earphones.,"{'text': 'Fantastic earphones.', 'sentiment': 'positive', 'score': 0.923154}",fantastic earphones
It finds my cell phone right away when I enter the car.,"{'text': 'It finds my cell phone right away when I enter the car.', 'sentiment': 'neutral', 'score': 0}",it finds my cell phone right away when i enter the car
Low Quality.,"{'text': 'Low Quality.', 'sentiment': 'negative', 'score': -0.874857}",low quality
I highly recommend this modest priced cellular phone.,"{'text': 'I highly recommend this modest priced cellular phone.', 'sentiment': 'positive', 'score': 0.979711}",i highly recommend this modest priced cellular phone
But it does get better reception and clarity than any phone I've had before.,"{'text': ""But it does get better reception and clarity than any phone I've had before."", 'sentiment': 'positive', 'score': 0.550458}",but it does get better reception and clarity than any phone ive had before
Warning - Stay away.,"{'text': 'Warning - Stay away.', 'sentiment': 'negative', 'score': -0.951468}",warning  stay away
I wish I could return the unit and get back my money.,"{'text': 'I wish I could return the unit and get back my money.', 'sentiment': 'negative', 'score': -0.799609}",i wish i could return the unit and get back my money
Awsome Device Works Great!!.,"{'text': 'Awsome Device Works Great!!.', 'sentiment': 'positive', 'score': 0.975106}",awsome device works great
I used to talk on it for 1 - 1 1/2 hours and the battery would be literally drained and dying.,"{'text': 'I used to talk on it for 1 - 1 1/2 hours and the battery would be literally drained and dying.', 'sentiment': 'negative', 'score': -0.937377}",i used to talk on it for     hours and the battery would be literally drained and dying
"If you don't find it, too bad, as again the unit comes with one earpad only.I would not recommend this to anyone.","{'text': ""If you don't find it, too bad, as again the unit comes with one earpad only.I would not recommend this to anyone."", 'sentiment': 'negative', 'score': -0.976981}",if you dont find it too bad as again the unit comes with one earpad onlyi would not recommend this to anyone
Very Displeased.,"{'text': 'Very Displeased.', 'sentiment': 'negative', 'score': -0.99372}",very displeased
"I might have gotten a defect, but I would not risk buying it again because of the built quality alone.","{'text': 'I might have gotten a defect, but I would not risk buying it again because of the built quality alone.', 'sentiment': 'negative', 'score': -0.865204}",i might have gotten a defect but i would not risk buying it again because of the built quality alone
They made this case too small and is very difficult to install.,"{'text': 'They made this case too small and is very difficult to install.', 'sentiment': 'negative', 'score': -0.927708}",they made this case too small and is very difficult to install
Restored my phone to like new performance.,"{'text': 'Restored my phone to like new performance.', 'sentiment': 'positive', 'score': 0.877039}",restored my phone to like new performance
"I would recommend purchasing the Jabra JX-10 series 2 which works flawlessly with my Moto Q, go figure.","{'text': 'I would recommend purchasing the Jabra JX-10 series 2 which works flawlessly with my Moto Q, go figure.', 'sentiment': 'positive', 'score': 0.606836}",i would recommend purchasing the jabra jx series  which works flawlessly with my moto q go figure
"I searched the Internet, and found this one to be the best value.","{'text': 'I searched the Internet, and found this one to be the best value.', 'sentiment': 'positive', 'score': 0.960253}",i searched the internet and found this one to be the best value
Does not fit.,"{'text': 'Does not fit.', 'sentiment': 'neutral', 'score': 0}",does not fit
Very happy with this product.,"{'text': 'Very happy with this product.', 'sentiment': 'positive', 'score': 0.983143}",very happy with this product
"The screen size is big, key pad lit well enough, and the camera quality is excellent for a camera phone.","{'text': 'The screen size is big, key pad lit well enough, and the camera quality is excellent for a camera phone.', 'sentiment': 'positive', 'score': 0.989258}",the screen size is big key pad lit well enough and the camera quality is excellent for a camera phone
There's really nothing bad I can say about this headset.,"{'text': ""There's really nothing bad I can say about this headset."", 'sentiment': 'negative', 'score': -0.736246}",theres really nothing bad i can say about this headset
"i'm glad i found this product on amazon it is hard to find, it wasn't high priced.","{'text': ""i'm glad i found this product on amazon it is hard to find, it wasn't high priced."", 'sentiment': 'positive', 'score': 0.816259}",im glad i found this product on amazon it is hard to find it wasnt high priced
Portable and it works.,"{'text': 'Portable and it works.', 'sentiment': 'positive', 'score': 0.725924}",portable and it works
"My colleague & I now get great reception.A little expensive, but performance is great.","{'text': 'My colleague & I now get great reception.A little expensive, but performance is great.', 'sentiment': 'positive', 'score': 0.951409}",my colleague  i now get great receptiona little expensive but performance is great
I even fully charged it before I went to bed and turned off blue tooth and wi-fi and noticed that it only had 20 % left in the morning.,"{'text': 'I even fully charged it before I went to bed and turned off blue tooth and wi-fi and noticed that it only had 20 % left in the morning.', 'sentiment': 'negative', 'score': -0.78251}",i even fully charged it before i went to bed and turned off blue tooth and wifi and noticed that it only had   left in the morning
I've also had problems with the phone reading the memory card in which I always turn it on and then off again.,"{'text': ""I've also had problems with the phone reading the memory card in which I always turn it on and then off again."", 'sentiment': 'negative', 'score': -0.796161}",ive also had problems with the phone reading the memory card in which i always turn it on and then off again
Not good when wearing a hat or sunglasses.,"{'text': 'Not good when wearing a hat or sunglasses.', 'sentiment': 'negative', 'score': -0.783643}",not good when wearing a hat or sunglasses
Timely shipment and quality product.,"{'text': 'Timely shipment and quality product.', 'sentiment': 'positive', 'score': 0.939455}",timely shipment and quality product
Nice solid keyboard.,"{'text': 'Nice solid keyboard.', 'sentiment': 'positive', 'score': 0.981783}",nice solid keyboard
Very well made and fits my Surefire GX2 perfectly.,"{'text': 'Very well made and fits my Surefire GX2 perfectly.', 'sentiment': 'positive', 'score': 0.954223}",very well made and fits my surefire gx perfectly
Horrible phone.,"{'text': 'Horrible phone.', 'sentiment': 'negative', 'score': -0.909251}",horrible phone
BT50 battery junk!.,"{'text': 'BT50 battery junk!.', 'sentiment': 'negative', 'score': -0.837209}",bt battery junk
We would recommend these to others.,"{'text': 'We would recommend these to others.', 'sentiment': 'neutral', 'score': 0}",we would recommend these to others
Cant get the software to work with my computer.,"{'text': 'Cant get the software to work with my computer.', 'sentiment': 'negative', 'score': -0.718928}",cant get the software to work with my computer
Disappointed!.,"{'text': 'Disappointed!.', 'sentiment': 'negative', 'score': -0.993492}",disappointed
poor voice clarity.,"{'text': 'poor voice clarity.', 'sentiment': 'negative', 'score': -0.976593}",poor voice clarity
The battery works great!,"{'text': 'The battery works great!', 'sentiment': 'positive', 'score': 0.983487}",the battery works great
